filename,category,SUNfolder,num,hitRate,human,animal,sceneCat,isOdd,memo,set
sun_btkjvzkflmmaqhgn.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1537,0.523809523809524,n,n,o,no,low,1
sun_bbuizyudrdtwknpa.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,961,0.507936507936508,n,n,o,no,low,2
sun_bsjsjanotbmolvgq.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1507,0.5,n,n,o,no,low,1
sun_bwqutrxvixryrlwg.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1636,0.493150684931507,n,n,o,no,low,2
sun_bvcdcqtuostypbbu.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1591,0.455696202531646,n,n,o,no,low,1
sun_byfzluhxgopuklwm.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1686,0.428571428571429,n,n,o,no,low,2
sun_btjevcvrxjpeyoxz.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1534,0.329268292682927,n,n,o,no,low,1
sun_bukzvwbkvedjexbe.jpg,skyscraper,users/antonio/static_sun_database/s/skyscraper,1570,0.258064516129032,n,n,o,no,low,2
sun_acjckzlqzrxchaza.jpg,tower,users/antonio/static_sun_database/t/tower,84,0.852941176470588,n,n,o,no,high,1
sun_abhbbcngqrtquupy.jpg,tower,users/antonio/static_sun_database/t/tower,52,0.837837837837838,n,n,o,no,high,2
sun_bkbshnygycozvpox.jpg,tower,users/antonio/static_sun_database/t/tower,1252,0.821917808219178,n,n,o,no,high,1
sun_bisgzyltcoebxsjq.jpg,tower,users/antonio/static_sun_database/t/tower,1206,0.802469135802469,n,n,o,no,high,2
sun_bltefogujcrulslk.jpg,tower,users/antonio/static_sun_database/t/tower,1300,0.8,n,n,o,no,high,1
sun_azynlosmnufrooxb.jpg,tower,users/antonio/static_sun_database/t/tower,887,0.786666666666667,n,n,o,no,high,2
sun_acblkvxbnfxclplc.jpg,tower,users/antonio/static_sun_database/t/tower,78,0.768115942028985,n,n,o,no,high,1
sun_arfguvosfnlfxpgu.jpg,tower,users/antonio/static_sun_database/t/tower,586,0.75,n,n,o,no,high,2
sun_bycftifiydexppij.jpg,tower,users/antonio/static_sun_database/t/tower,1685,0.666666666666667,n,n,o,no,medium,1
sun_almsahmqwnywmmmw.jpg,tower,users/antonio/static_sun_database/t/tower,393,0.602272727272727,n,n,o,no,medium,2
sun_acsidxncfmzcpgad.jpg,tower,users/antonio/static_sun_database/t/tower,96,0.582089552238806,n,n,o,no,medium,1
sun_aftehnxcknplaisj.jpg,tower,users/antonio/static_sun_database/t/tower,190,0.641975308641975,n,n,o,no,medium,2
sun_aquvrjzdrxbbtzec.jpg,tower,users/antonio/static_sun_database/t/tower,567,0.652173913043478,n,n,o,no,medium,1
sun_aykfaenvmnetfrgw.jpg,tower,users/antonio/static_sun_database/t/tower,842,0.67948717948718,n,n,o,no,medium,2
sun_aomxycgzifpzzehy.jpg,tower,users/antonio/static_sun_database/t/tower,487,0.658536585365854,n,n,o,no,medium,1
sun_awmqmecaemxnceea.jpg,tower,users/antonio/static_sun_database/t/tower,773,0.555555555555556,n,n,o,no,medium,2
sun_aljvvarbzchpbtqt.jpg,tower,users/antonio/static_sun_database/t/tower,387,0.545454545454545,n,n,o,no,low,1
sun_bienldqmavixgxxd.jpg,tower,users/antonio/static_sun_database/t/tower,1190,0.53125,n,n,o,no,low,2
sun_ahzcupnlcleydwhg.jpg,tower,users/antonio/static_sun_database/t/tower,265,0.52,n,n,o,no,low,1
sun_amssqaxrfmufhwxv.jpg,tower,users/antonio/static_sun_database/t/tower,428,0.493333333333333,n,n,o,no,low,2
sun_atgufxwiqhkctxbj.jpg,tower,users/antonio/static_sun_database/t/tower,664,0.48780487804878,n,n,o,no,low,1
sun_ahmlukjuxwuinhlt.jpg,tower,users/antonio/static_sun_database/t/tower,251,0.479452054794521,n,n,o,no,low,2
sun_aywhxcvpafxkujrj.jpg,tower,users/antonio/static_sun_database/t/tower,857,0.473684210526316,n,n,o,no,low,1
sun_bgjfrzxxrxbedmfw.jpg,tower,users/antonio/static_sun_database/t/tower,1124,0.470588235294118,n,n,o,no,low,2
